y_true,oof_mu,oof_sigma,oof_mu_p,cqr_lower,cqr_upper,std_lower,std_upper,abs_err,trust_sigma
0.848,0.8403842698949507,0.03925706265312443,0.9543933294872863,0.25124002350690733,1.1900033339476765,0.5478092593892214,1.1392807989742295,0.007615730105049234,0
0.0,0.11714292330582948,0.07261478172901858,0.3825366896002178,-0.027267633798158553,0.7951784611589496,-0.053337005606871435,0.49210265278837745,0.11714292330582948,0
0.0,0.024118332773224213,0.01746191887727163,0.14285639763171987,-0.06734916466833737,0.3564873645613084,-0.27294598644632123,0.27249367194892765,0.024118332773224213,1
0.2239999999999999,0.25031567587755515,0.038674222662257694,0.4004739267281576,0.07366230319878089,0.5241614131854242,-0.0482136574362409,0.49713187541554266,0.02631567587755526,0
0.0,0.0367261855599294,0.030593051759236434,0.46150700062264877,-0.00714328629706644,0.6144837290658929,-0.07689366436936851,0.46845186848241505,0.0367261855599294,0
0.7859999999999999,0.9278329944452373,0.04074270031287277,0.8529722071019459,0.4147842984654484,1.0119985242765894,0.36932607526181416,0.9146716081135977,0.14183299444523734,0
0.221,0.3610003378862417,0.028891673330809605,0.5805995001779615,0.12014018667365811,0.8793072816594002,-0.039815576347445814,0.5540446315736144,0.1400003378862417,0
0.262,0.19566744901055594,0.016799703102343366,0.34404095374825694,0.09706871437865125,0.5988337683720079,0.050803793042960343,0.6422753326279684,0.06633255098944407,1
0.027,0.4052681938889474,0.04597216510736984,0.6111608281943486,0.08486996575284775,0.8108104033188801,0.14964244937368676,0.7055043976676378,0.3782681938889474,0
0.1169999999999999,0.628446475644288,0.03285929562382731,0.8759178586340265,0.14043900857983976,0.8283213628187155,0.06587310356100978,0.6112186364127934,0.5114464756442881,0
0.061,-0.021635738073733146,0.06907717168304885,0.39960038195465475,-0.042940493977457854,0.5702720367914247,-0.2012706290101414,0.3440749038416422,0.08263573807373314,0
0.6859999999999999,0.7049509993059108,0.002705812512584757,0.9791052921229826,0.44541023785135386,1.037442851244736,0.3759170164285441,0.9213566748237929,0.01895099930591082,1
0.0,0.005540136609108751,0.012098986082033988,0.09315266802872413,-0.08283236152139607,0.31479246150310375,-0.28602375249198386,0.2698381958019672,0.005540136609108751,1
0.0,-0.08040543266491841,0.02574969577326572,-0.002049955295238437,-0.0780519885196481,0.36207451563456156,-0.2877570154311939,0.25768264296405496,0.08040543266491841,1
0.752,0.5811024973460155,0.03988817091897768,0.8640877706348924,0.17786504771350767,1.1503808124526471,0.1505054371361314,0.7443656450571916,0.1708975026539845,0
0.0,-0.1058866062727219,0.030208332581877866,0.193729012434547,-0.0658266691636242,0.43131335688747696,-0.31564906833350354,0.22979059006174532,0.1058866062727219,0
0.002,0.08307386297490565,0.04151319106311212,0.5705282087402788,-0.019805786991591474,0.781851666763779,-0.04524153826159652,0.5001039945901871,0.08107386297490565,0
0.0,-0.0497910950375412,0.015891038822009217,0.5706872332431625,-0.1020132312535933,0.6985231418559928,-0.3120741054519575,0.24378784284199356,0.0497910950375412,1
0.108,0.20781460047170852,0.08089833743564856,0.7329170342119867,0.0058443311188859925,0.6909256309890532,-0.15360360064968906,0.43786793893531906,0.09981460047170852,0
0.0,-0.03287923780482384,0.013948896323632064,0.07255298944623989,-0.08009673660729318,0.3610335316371938,-0.311652495581207,0.24420945271274408,0.03287923780482384,1
0.0,-0.10306766832747055,0.01936546733199512,0.2029110068297344,-0.07644049566862722,0.4686561415929907,-0.3390383045429122,0.20640135385233666,0.10306766832747055,1
0.016,0.3296963868670715,0.0466621348830021,0.7703431250820003,0.2100369415620299,0.8049246210893037,0.08621401615119845,0.6316536745464474,0.31369638686707146,0
0.093,0.19633580175255383,0.03538290271909767,0.3208245453934617,-0.009672295151767221,0.4287255256514499,-0.1875200203407013,0.4039515192443068,0.10333580175255383,0
0.104,-0.03012589368342855,0.0231157818609413,0.2641699633821052,-0.07377136565711014,0.5309289949788026,-0.3460413200267033,0.20982062826724776,0.13412589368342853,1
0.021,0.31978652091806237,0.024815337641753966,0.4735177429845092,0.027733416558336138,0.5414266783740345,-0.051636572783781226,0.49370896006800236,0.29878652091806235,1
0.0,-0.04048997356694195,0.02616375214807059,0.5797851410354093,-0.060715248989731616,0.7736023031078384,-0.3315120031202705,0.2623482048007897,0.04048997356694195,1
0.0,0.08330127939572396,0.029686526416607028,0.43299275469369825,-0.05778625501110871,0.5263713596134094,-0.11789384724132529,0.4379681010526258,0.08330127939572396,0
0.075,0.12301806483675137,0.011961773266752697,0.37553988853436326,0.11639677366093554,0.7242933211774056,-0.1270348809780737,0.4184047774171752,0.048018064836751376,1
0.3939999999999999,0.46481794336976295,0.0875625118830204,0.7145770217158942,0.11793450356145038,1.054368884865563,0.2617853643860237,0.8072250227812725,0.07081794336976305,0
0.6629999999999999,0.7401223903670131,0.03938201948950444,1.0177882013058366,0.3951015593823276,1.103502483657497,0.49415900818551894,1.05002095647947,0.07712239036701318,0
0.223,-0.035205061727802356,0.05927173819018827,0.4040045184971153,0.0836754073139922,0.5877816191862466,-0.21937918759981154,0.37448102032124864,0.25820506172780233,0
0.0,-0.039523115067928494,0.04831331947945973,0.4790585157418432,-0.07467082073116318,0.659936904117407,-0.26093357701733083,0.29492837127662025,0.039523115067928494,0
0.0,-0.10304696378770842,0.01306799087004209,0.00431322585670757,-0.041359157409638414,0.3858738957132614,-0.23779625460578704,0.35606395331527313,0.10304696378770842,1
0.121,0.14253614923681426,0.019266723624088336,0.32438097628682305,0.05434113774129051,0.4719955726992736,-0.09781293451789391,0.45804901377605717,0.021536149236814267,1
0.081,0.18771892963289197,0.027552293194547002,0.2659621674250968,0.044828037688648195,0.30326480858459126,-0.2361980721931273,0.3091474606586562,0.10671892963289197,1
0.5710000000000001,0.5192637039336399,0.05958561377653987,0.8788341545515042,0.32679608532229387,0.9407626928347663,0.19780037314152732,0.7892719127265354,0.05173629606636021,0
0.0,-0.005910264127098025,0.009622555545619369,0.1268397515106514,-0.049338568638771604,0.39198590525912475,-0.2344272746798805,0.3110123837153684,0.005910264127098025,1
0.512,0.6295323394091304,0.007807359571433414,0.641453786781518,0.17064181242366996,1.093300615609483,0.24094502515342392,0.7863846835486727,0.11753233940913044,1
0.1669999999999999,0.21252537397005797,0.013837225328657771,0.38604855586433473,0.15558551284805644,0.6923223905548948,0.006153895988558367,0.5515935543838073,0.04552537397005807,1
0.491,0.6195813177416497,0.044529297073651455,0.6063345834347351,0.23991868713839765,1.183453686972196,0.39895248744065376,0.9443921458359026,0.12858131774164971,0
0.038,0.36557528097992786,0.04040657076149048,0.5140787278893062,-0.028669580013389595,0.9284344331963028,0.06369501779587916,0.609134676191128,0.3275752809799279,0
0.0,0.013478767655246693,0.007048121214822833,0.19334133608890008,-0.06661447412660225,0.38478213913372733,-0.2696183056096472,0.32185323397536086,0.013478767655246693,1
0.518,0.7202331393204395,0.04787658162120897,0.9924428413042999,0.3636717920457109,1.081995202941571,0.34017350722462136,0.9316450468096295,0.20223313932043951,0
0.625,0.6061981773939445,0.005661080415501093,0.9093426532315412,0.33094445454281196,1.0579342060487948,0.2929655156110924,0.8488274639050435,0.01880182260605545,1
0.037,0.07868803834096505,0.052441282869761914,0.33934228101546027,0.02122699153248503,0.5928286917317837,-0.1197544669016796,0.47410574101938063,0.04168803834096505,0
0.602,0.5195337053386628,0.021016210944100142,0.6364321523327142,0.017779769640181367,1.0991969511735422,0.21114396879534436,0.7670059170892954,0.08246629466133715,1
0.444,0.5820658053790502,0.0390531589342273,0.9274573113560796,0.18260152082949455,1.1375126853602642,0.41111100258498096,0.9565506609802299,0.13806580537905017,0
0.273,0.5790949303309731,0.06997867893035971,0.44736296149472526,0.14061487717396493,0.6845718966494778,0.049178681167317384,0.6050406294612685,0.3060949303309731,0
0.0,0.00576368250695547,0.02943969315844693,0.1740450076723592,-0.031180964884718013,0.4387360601355224,-0.3103281673069823,0.2835320406140779,0.00576368250695547,0
0.015,0.03079516056898729,0.036239070764333525,0.20383573436218594,0.0037362742431532314,0.4177560852612908,-0.2763365225456637,0.3151350170393444,0.01579516056898729,0
0.114,0.5173534310550068,0.059858178275107664,0.5834717650371672,0.08295285093933735,0.7418899308638904,0.1859447617016447,0.7312902945534283,0.40335343105500676,0
0.0,-0.1956225927846713,0.01773716637323955,0.18599028162988762,-0.06028630241578183,0.486964067325642,-0.3373084614195378,0.21855348687441328,0.1956225927846713,1
0.395,0.46930255980792085,0.012382811982266206,0.5094331633614695,0.14481628966129811,0.5465931183938715,0.016067153037200188,0.6099273609582604,0.07430255980792083,1
0.033,0.38387037156772624,0.029858119121854286,0.764928304548282,0.4286416612581406,0.8857356170462463,0.10364307798331523,0.6490827363785641,0.35087037156772627,0
0.1009999999999999,0.2631684704836629,0.03953509228878554,0.5145659064785768,0.04581025637349005,0.585642601207129,0.04312496049016562,0.5885646188854146,0.16216847048366298,0
0.78,0.714458327268485,0.062336748345143245,0.7998142578547559,0.12568604481403634,0.9959968216074058,0.19732901242295536,0.742674545274739,0.06554167273151501,0
0.159,0.1734547788096638,0.05045594372170582,0.35623680459405027,0.08987131105740626,0.5740590006569152,-0.008320205237993206,0.585540002683067,0.01445477880966381,0
0.009,0.2651483549060019,0.029870854125843345,0.751495539557876,0.005913592421677716,0.8557568469712553,-0.09349931958754448,0.4979722199974636,0.2561483549060019,0
0.069,-0.003548676972109366,0.010452670896970866,0.2304707520596272,-0.000306774562823936,0.4822036478154432,-0.3281028888377595,0.2657573190833007,0.07254867697210937,1
0.5579999999999999,0.5537372773607303,0.06053213049829692,0.6790002697959701,0.1500227773211023,0.9542246404496307,0.18888331977185618,0.7803548593568643,0.004262722639269634,0
0.622,0.8411529025571177,0.043497876398933495,0.8019511732501212,0.3462572754258825,1.1435926103705991,0.6001777496483389,1.1456174080435877,0.21915290255711772,0
0.0,-0.1469447434475284,0.01614235386779522,0.04043073754959281,-0.08291795382807848,0.2610558471614881,-0.36620267218535496,0.18965927610859615,0.1469447434475284,1
0.0,-0.10869855125462902,0.019963735637295886,0.3392619012478139,-0.041479680760534404,0.5375590987740289,-0.25241903279866545,0.2929265000531181,0.10869855125462902,1
0.0,-0.10739253471168408,0.025674539317861546,0.5177819739321179,-0.072450524969459,0.7106410973731541,-0.373208463884317,0.2206517440367432,0.10739253471168408,1
0.635,0.4913388330708763,0.05078787589475429,0.5801525545766948,0.07886384008996922,0.8006211793650024,0.07762411337836639,0.6229696462301499,0.14366116692912373,0
0.0,-0.025432822339869543,0.02108790725272009,0.10481697830987058,-0.09220773770379963,0.3045778562205408,-0.31576143411651536,0.24010051417743572,0.025432822339869543,1
0.268,0.30106067409976295,0.009163598499128622,0.457742294384483,0.18187468396764334,0.5470597342046044,0.0012978435988846293,0.5466433764506682,0.03306067409976293,1
0.001,0.4280945917340046,0.0683285295047011,0.6757529974035423,0.19025475892589394,0.6948504756797748,-0.00932333216312925,0.584536875757931,0.4270945917340046,0
0.099,0.5394474166100359,0.05682246795064296,0.5955853769875741,0.041601074858433645,0.6946361224771016,0.0832480648570822,0.6391100131510332,0.44044741661003595,0
0.033,0.056839986726333835,0.01119505211967067,0.18403768609800575,-0.043014016659932826,0.4333979406968685,-0.17814494865308855,0.3777169996408625,0.023839986726333834,1
0.069,0.006530891454955667,0.01335193771125512,0.26006431881383696,-0.041789456723413,0.4174740575658991,-0.276648018819686,0.2792139294742651,0.06246910854504434,1
0.283,0.46840412062348213,0.01545380500573449,0.5477320522234623,0.1388646083954777,0.9005717587507838,0.2843094488042674,0.8297491071995162,0.18540412062348216,1
0.5760000000000001,0.3019650806273641,0.027800541387286194,0.32223278486925666,0.14043081702688331,0.8380944945101234,0.13945090552825018,0.7309224451132583,0.27403491937263597,1
0.235,0.2556686092552462,0.009309900524946527,0.3075346024962701,0.10713793580280134,0.531669473553906,-0.1478810810520218,0.4459791268690384,0.020668609255246218,1
0.293,0.1200079612212183,0.020663796870896676,0.18639288134478704,0.15107195979299473,0.5114548387286963,-0.1004237759723291,0.4450158824229198,0.17299203877878166,1
0.539,0.31630530152794434,0.025703894026490755,0.32075541134011876,0.15640129409416767,0.7078234908623018,0.06271938544458516,0.6565795933656453,0.2226946984720557,1
1.074,1.0066108965335734,0.009634515276290057,0.8688576969440165,0.808780114718929,1.051731160859942,0.7063614685887234,1.3002216765097836,0.06738910346642668,1
0.3879999999999999,0.4267351646172599,0.030231616656613683,0.2625358797605375,0.11804372885457468,1.0660175438234283,0.277493320093373,0.8228388529451566,0.03873516461726001,0
0.6829999999999999,0.6528635961852155,0.03650327925406369,0.565679897236599,0.281440801347987,0.6496759307131798,0.2781560322497739,0.869627571834782,0.03013640381478444,0
