y_true,pred_ensemble,std_ensemble,lower_80,upper_80,abs_err,idx
-2.732,-2.6431066666666654,0.4697914877427597,-3.4609,-2.181,0.08889333333333482,0
-1.957,-1.8525433333333312,0.4285051941990383,-2.3699,-1.327,0.10445666666666886,1
-3.532,-3.395056666666667,0.2810580132088194,-3.5879999999999996,-3.047,0.13694333333333297,2
-2.398,-2.0705933333333344,0.27507516782791497,-2.3694,-1.794,0.32740666666666574,3
-2.006,-1.759276666666666,0.39173370222072484,-2.241,-1.2990000000000002,0.24672333333333385,4
-2.316,-2.3996366666666646,0.22182049346762864,-2.547,-2.127,0.0836366666666648,5
-2.741,-2.5683800000000025,0.36561831044592574,-2.9659,-2.181,0.17261999999999755,6
-2.715,-2.963206666666669,0.3128714176072264,-3.3924,-2.6630000000000003,0.24820666666666913,7
-2.5,-1.7099533333333305,0.36316254095866735,-2.221,-1.4034999999999997,0.7900466666666695,8
-2.964,-2.405853333333338,0.3591898362828334,-3.029,-2.0314999999999994,0.5581466666666621,9
-2.224,-2.0405633333333335,0.4295840383311387,-2.6,-1.494,0.1834366666666667,10
-2.864,-2.7960666666666576,0.27338171523022897,-3.029,-2.462,0.06793333333334228,11
-2.426,-2.3987366666666703,0.25421530373987244,-2.7088000000000005,-2.107,0.027263333333329864,12
-3.138,-2.998793333333334,0.27071449405026116,-3.2481,-2.7039999999999997,0.13920666666666603,13
-1.602,-1.7468533333333316,0.7540759279777839,-2.464,-0.6604999999999998,0.1448533333333315,14
-2.241,-2.278679999999999,0.29249712978648745,-2.7310000000000003,-1.9788999999999992,0.03767999999999905,15
-3.712,-3.4095566666666652,0.3931579327982866,-3.731,-2.900699999999999,0.30244333333333495,16
-3.748,-3.5990766666666656,0.2939823420812131,-3.772,-3.0607999999999995,0.14892333333333463,17
-3.04,-2.8655133333333294,0.4818072814818067,-3.608,-2.26,0.17448666666667068,18
-2.7310000000000003,-2.57434,0.2992590478721292,-2.914,-2.188,0.15666000000000047,19
-2.914,-2.5893133333333345,0.3939265183028711,-2.954,-2.0494,0.3246866666666657,20
-3.67,-3.097403333333333,0.4109814602333732,-3.65,-2.535,0.5725966666666671,21
-2.547,-2.383233333333333,0.2210023956632345,-2.5975,-2.107,0.16376666666666706,22
-3.414,-3.3186566666666675,0.31965656381324126,-3.772,-2.874,0.09534333333333267,23
-1.951,-1.675706666666665,0.42409308013951647,-2.3371,-1.2985,0.27529333333333517,24
-3.731,-3.5293833333333358,0.3325320782354025,-3.7486,-3.0138,0.2016166666666641,25
-2.748,-2.2866000000000013,0.4151025254881819,-2.773,-1.7499999999999993,0.4613999999999989,26
-2.194,-2.0380133333333346,0.32307475887512815,-2.345,-1.6769999999999998,0.15598666666666539,27
-1.973,-1.9113699999999982,0.5280736688821616,-2.3941,-0.738,0.06163000000000185,28
-2.983,-2.6824033333333337,0.2933089508616392,-3.029,-2.374,0.3005966666666664,29
-2.248,-2.4030766666666707,0.508755007302686,-2.9978,-1.72,0.15507666666667053,30
-3.793,-3.592920000000004,0.284109263488539,-3.772,-3.118099999999999,0.20007999999999626,31
-2.918,-2.9573033333333316,0.3647551936877971,-3.443,-2.5712999999999995,0.03930333333333147,32
-2.638,-2.417249999999998,0.26852767858577764,-2.681,-2.143,0.220750000000002,33
-2.955,-2.8539233333333347,0.26069859503947374,-3.138,-2.5018,0.10107666666666537,34
-3.029,-2.898819999999995,0.30954482863283866,-3.608,-2.517,0.13018000000000507,35
-2.365,-2.3806900000000017,0.248353378407999,-2.7310000000000003,-2.114,0.015690000000001536,36
-3.018,-2.8999733333333335,0.2484260573199915,-3.0473,-2.673,0.11802666666666628,37
-2.146,-1.9709100000000013,0.329483942805513,-2.345,-1.587,0.17508999999999864,38
-2.693,-2.7560666666666664,0.513401949959505,-3.4026,-2.262,0.06306666666666638,39
-2.369,-1.9475166666666663,0.3946679233510397,-2.5,-1.4206999999999999,0.4214833333333339,40
-2.171,-2.1744266666666654,0.22600067394196457,-2.465,-1.8938,0.0034266666666655787,41
-3.111,-2.607363333333331,0.3524667615377211,-2.983,-2.329,0.5036366666666692,42
-2.9530000000000003,-2.7830799999999987,0.3107938227614358,-3.075,-2.418,0.16992000000000163,43
-2.101,-2.021526666666667,0.30112705395268335,-2.286,-1.6125,0.07947333333333306,44
-3.005,-2.922740000000003,0.24369345306484252,-3.018,-2.632,0.08225999999999711,45
-1.914,-1.790786666666664,0.5364404979326434,-2.335,-0.738,0.12321333333333584,46
-2.286,-2.113526666666665,0.3500664069700044,-2.501,-1.769,0.1724733333333348,47
-2.334,-2.207776666666667,0.2557130294989983,-2.426,-1.8805999999999994,0.1262233333333329,48
-2.345,-2.2755266666666643,0.2098200243595026,-2.501,-2.024,0.06947333333333594,49
-2.465,-1.9873000000000005,0.2998355604883005,-2.434,-1.6748999999999994,0.47769999999999935,50
-3.762,-3.5868966666666657,0.2729261548274347,-3.789,-3.1796,0.17510333333333428,51
-2.778,-2.607053333333329,0.3399982213025371,-2.9456,-2.2407,0.17094666666667102,52
-3.608,-2.880586666666663,0.2828667692670092,-3.111,-2.4414999999999996,0.7274133333333372,53
-2.582,-2.2019000000000033,0.3194166297069292,-2.6860000000000004,-1.851199999999999,0.38009999999999655,54
-2.247,-2.5899800000000024,0.4170482781005895,-2.874,-1.957,0.3429800000000025,55
-2.945,-2.833693333333334,0.2955590961024356,-3.1210000000000004,-2.467,0.11130666666666578,56
-3.5610000000000004,-3.2002033333333246,0.4613553821681886,-3.6867,-2.6376999999999997,0.36079666666667576,57
