y_true,pred_ensemble,std_ensemble,lower_80,upper_80,abs_err,idx
0.848,0.8567266666666681,0.4745103215830913,0.21710000000000002,1.4633000000000005,0.008726666666668104,0
0.0,0.2735066666666666,0.3100260579729102,0.0,0.6941000000000002,0.2735066666666666,1
0.0,0.07174,0.1352432588584981,0.0,0.2422000000000005,0.07174,2
0.2239999999999999,0.3933133333333334,0.33883744650725284,0.0059000000000000025,0.8920000000000011,0.1693133333333335,3
0.0,0.26999,0.26875264321180775,0.0,0.631,0.26999,4
0.7859999999999999,0.7064666666666666,0.3935253853169943,0.111,1.173,0.07953333333333334,5
0.221,0.4150700000000001,0.36177877922841184,0.108,0.8027000000000003,0.1940700000000001,6
0.262,0.4249566666666666,0.29816744980333143,0.06430000000000004,0.7859999999999999,0.16295666666666658,7
0.027,0.7063633333333342,0.4888692169918479,0.031900000000000005,1.1014000000000006,0.6793633333333342,8
0.1169999999999999,0.6543066666666656,0.2642720049914899,0.22910000000000003,0.9269000000000014,0.5373066666666657,9
0.061,0.3462800000000002,0.33342756574704524,0.0,0.7849000000000003,0.2852800000000002,10
0.6859999999999999,0.7264166666666666,0.2567961637607193,0.5710000000000001,1.088,0.040416666666666656,11
0.0,0.006553333333333329,0.029140701585392385,0.0,0.014099999999999932,0.006553333333333329,12
0.0,0.022849999999999978,0.06055637180897358,0.0,0.081,0.022849999999999978,13
0.752,0.7024466666666654,0.5023954423448609,0.28,1.439,0.04955333333333456,14
0.0,0.0738633333333334,0.13541244891893145,0.0,0.17230000000000006,0.0738633333333334,15
0.002,0.28136333333333363,0.40243055465784733,0.0,0.903,0.27936333333333363,16
0.0,0.1728000000000001,0.32202271141437633,0.0,0.7360000000000005,0.1728000000000001,17
0.108,0.38115333333333296,0.3792651444863109,0.004700000000000006,0.907,0.27315333333333297,18
0.0,0.009416666666666663,0.05254423268912466,0.0,0.015,0.009416666666666663,19
0.0,0.05308999999999998,0.11263623706427704,0.0,0.13510000000000003,0.05308999999999998,20
0.016,0.583396666666666,0.40154899990190746,0.002,1.035,0.567396666666666,21
0.093,0.23518666666666665,0.3016261457868373,0.0,0.6823000000000002,0.14218666666666666,22
0.104,0.17313333333333333,0.19920646464298178,0.0,0.5571,0.06913333333333334,23
0.021,0.3627200000000003,0.32805435769091684,0.0,0.7409000000000009,0.3417200000000003,24
0.0,0.18849333333333354,0.33718944717901383,0.0,0.795,0.18849333333333354,25
0.0,0.19322666666666655,0.26470471968255926,0.0,0.6044,0.19322666666666655,26
0.075,0.16945666666666692,0.19145797133806922,0.0,0.537,0.09445666666666692,27
0.3939999999999999,0.4612566666666665,0.38203680990478145,0.2207,1.1280000000000008,0.06725666666666658,28
0.6629999999999999,0.8143866666666667,0.32094880768676454,0.518,1.2044000000000006,0.15138666666666678,29
0.223,0.3792766666666666,0.3152020517946476,0.0289999999999999,0.81,0.1562766666666666,30
0.0,0.22650333333333325,0.3173279323595006,0.0,0.6990000000000005,0.22650333333333325,31
0.0,0.08551999999999994,0.21602295310143937,0.0,0.21960000000000082,0.08551999999999994,32
0.121,0.18899333333333374,0.18172484683046386,0.0,0.5374000000000001,0.06799333333333374,33
0.081,0.15672333333333346,0.1439855552554569,0.0,0.2741000000000003,0.07572333333333346,34
0.5710000000000001,0.6959133333333334,0.25244399871830775,0.6247,0.994,0.12491333333333332,35
0.0,0.02755666666666666,0.08740896286359241,0.0,0.08010000000000002,0.02755666666666666,36
0.512,0.4872833333333341,0.31725929939964825,0.0,0.831,0.024716666666665887,37
0.1669999999999999,0.253586666666667,0.17546637613957713,0.020700000000000007,0.551,0.08658666666666712,38
0.491,0.5676466666666671,0.49285620805892477,0.0,1.349800000000001,0.07664666666666708,39
0.038,0.3284266666666666,0.35290030408349327,0.0,0.847500000000001,0.2904266666666666,40
0.0,0.04484666666666669,0.08237331579799106,0.0,0.107,0.04484666666666669,41
0.518,1.022046666666666,0.3478289586691841,0.625,1.3330000000000002,0.5040466666666661,42
0.625,0.7300966666666663,0.31337342046758787,0.518,1.16,0.10509666666666628,43
0.037,0.13111666666666683,0.17018291058609727,0.0,0.4079000000000031,0.09411666666666682,44
0.602,0.5033900000000002,0.26052593837594484,0.046000000000000006,0.78,0.09860999999999975,45
0.444,0.7863633333333335,0.4871060165120343,0.295,1.658,0.3423633333333335,46
0.273,0.3178400000000007,0.2396850038418479,0.04560000000000001,0.6859999999999999,0.04484000000000066,47
0.0,0.0679466666666667,0.14229737812841886,0.0,0.19350000000000034,0.0679466666666667,48
0.015,0.08939333333333326,0.1095646473802364,0.0,0.18030000000000007,0.07439333333333326,49
0.114,0.4459966666666669,0.3767915471303582,0.004600000000000009,0.937,0.3319966666666669,50
0.0,0.1070633333333333,0.18971987944218044,0.0,0.5075000000000002,0.1070633333333333,51
0.395,0.41699000000000047,0.2782575364058747,0.021,0.7859999999999999,0.021990000000000454,52
0.033,0.6818733333333333,0.2727515425356119,0.518,1.0321,0.6488733333333333,53
0.1009999999999999,0.24920000000000017,0.2740625354427951,0.0,0.635,0.14820000000000028,54
0.78,0.41429000000000027,0.3904729600966839,0.152,1.040200000000001,0.36570999999999976,55
0.159,0.2557800000000002,0.218405872021183,0.015,0.635,0.09678000000000017,56
0.009,0.4272366666666671,0.4221694217438722,0.002,0.9497000000000003,0.4182366666666671,57
0.069,0.09248333333333322,0.13327213908223848,0.0,0.176,0.023483333333333217,58
0.5579999999999999,0.47172333333333344,0.35367146730954835,0.079,0.887,0.0862766666666665,59
0.622,1.0138733333333325,0.46700420121831354,0.2609,1.5490000000000002,0.3918733333333325,60
0.0,0.042113333333333336,0.1024985552201702,0.0,0.13320000000000004,0.042113333333333336,61
0.0,0.4274866666666672,0.36780892207171295,0.03740000000000001,0.908,0.4274866666666672,62
0.0,0.22670666666666667,0.3436373388068039,0.0,0.7832,0.22670666666666667,63
0.635,0.35216,0.35354306819207565,0.0,0.7709999999999999,0.28284000000000004,64
0.0,0.03630666666666667,0.08639270391004594,0.0,0.12140000000000009,0.03630666666666667,65
0.268,0.31142333333333366,0.19913698163715218,0.1159999999999999,0.589,0.04342333333333365,66
0.001,0.3594533333333334,0.3674260666976268,0.0,0.852,0.3584533333333334,67
0.099,0.4295899999999999,0.33969024404595427,0.0,0.8290000000000001,0.33058999999999994,68
0.033,0.10031999999999999,0.16053893899404412,0.0,0.23050000000000012,0.06731999999999999,69
0.069,0.13512333333333332,0.16717709608542528,0.0,0.3279000000000007,0.06612333333333331,70
0.283,0.4777200000000003,0.37163957665099834,0.17,1.0245000000000002,0.19472000000000034,71
0.5760000000000001,0.35123666666666686,0.2765018034701079,0.05489999999999993,0.703,0.2247633333333332,72
0.235,0.2784333333333332,0.22349855828518336,0.069,0.642,0.04343333333333321,73
0.293,0.2692233333333337,0.2059343749568997,0.109,0.642,0.02377666666666628,74
0.539,0.2152899999999998,0.21867676122533009,0.046,0.631,0.3237100000000003,75
1.074,0.8904033333333318,0.27828007592272136,0.4241000000000002,1.173,0.1835966666666683,76
0.3879999999999999,0.5023166666666664,0.4836464856230793,0.159,1.3730000000000002,0.11431666666666651,77
0.6829999999999999,0.4277466666666669,0.21952789303918144,0.1363999999999999,0.6940000000000001,0.25525333333333305,78
0.064,0.2654099999999997,0.3404385728732863,0.031,0.747,0.2014099999999997,79
0.435,0.8014933333333332,0.5507080926306505,0.16260000000000002,1.3730000000000002,0.36649333333333317,80
0.7809999999999999,0.5635299999999993,0.30607434135081185,0.099,0.9332000000000001,0.2174700000000006,81
0.28,0.43064999999999914,0.30272826236301986,0.204,0.8270000000000001,0.15064999999999912,82
0.15,0.16995333333333346,0.12264340377243649,0.077,0.235,0.01995333333333346,83
1.287,1.4634566666666702,0.5296743352811761,0.44320000000000004,1.827,0.17645666666667026,84
0.23,0.20345666666666684,0.14037749625761092,0.06380000000000001,0.3329000000000002,0.02654333333333317,85
0.7040000000000001,0.5954399999999995,0.2110522203942268,0.11890000000000002,0.728,0.10856000000000054,86
0.675,0.5954633333333318,0.19459455796318864,0.235,0.6880000000000001,0.07953666666666825,87
0.347,0.3551500000000001,0.30893598177184434,0.065,0.7302000000000005,0.008150000000000102,88
0.236,0.2598833333333333,0.19235303408634397,0.1089,0.642,0.023883333333333312,89
0.728,0.639863333333333,0.20822930786888658,0.276,0.752,0.08813666666666697,90
0.186,0.26373666666666684,0.19068496004900054,0.109,0.5608000000000006,0.07773666666666684,91
0.17,0.1801999999999998,0.20096566870985683,0.023900000000000005,0.5438000000000002,0.010199999999999793,92
0.703,0.23896666666666666,0.20630344694702082,0.05050000000000001,0.6087000000000001,0.4640333333333333,93
0.688,0.6461166666666666,0.1564474237208427,0.565,0.716,0.041883333333333383,94
0.643,0.2717100000000002,0.23288171368028593,0.051,0.5958000000000001,0.37128999999999984,95
0.154,0.23016333333333341,0.1593491867636049,0.11199999999999992,0.539,0.07616333333333342,96
1.761,0.9520833333333333,0.6800171343838005,0.237,1.765,0.8089166666666666,97
0.261,0.47254,0.30482070423994095,0.183,0.8270000000000001,0.21154,98
0.926,0.6565733333333342,0.37518085144219326,0.1936999999999999,1.1388,0.2694266666666658,99
0.565,0.41458666666666655,0.3054656704479609,0.007700000000000006,0.7366000000000001,0.1504133333333334,100
0.6940000000000001,0.41835666666666765,0.2532717173094715,0.07750000000000001,0.6829999999999999,0.2756433333333324,101
0.151,0.1877766666666665,0.1789438462820731,0.043,0.322,0.03677666666666651,102
0.182,0.23019666666666685,0.17182418724446866,0.043,0.5401000000000002,0.04819666666666686,103
1.3730000000000002,1.2340300000000004,0.5210737335221057,0.43030000000000007,1.765,0.13896999999999982,104
0.043,0.1869533333333336,0.12400171163693224,0.0855,0.342,0.1439533333333336,105
0.8270000000000001,0.41631000000000007,0.28601748297379814,0.076,0.757,0.41069,106
0.2319999999999999,0.21156333333333344,0.14685053395279912,0.102,0.3971000000000006,0.020436666666666464,107
0.086,0.25287000000000054,0.27773829366269753,0.0,0.643,0.16687000000000055,108
0.18,0.28238333333333365,0.17254117302513292,0.12810000000000002,0.539,0.10238333333333366,109
0.0,0.28722000000000003,0.31276348614674754,0.0,0.716,0.28722000000000003,110
0.106,0.22659333333333312,0.2517887632299918,0.038,0.6229000000000002,0.12059333333333312,111
0.115,0.1362599999999999,0.10919618003086609,0.04230000000000001,0.2319999999999999,0.021259999999999904,112
0.757,0.46514333333333374,0.3355127858302209,0.03820000000000002,0.8902000000000005,0.29185666666666626,113
0.276,0.5381999999999999,0.2889290224259239,0.20299999999999999,0.8270000000000001,0.2621999999999999,114
0.162,0.14980666666666667,0.13407436725771096,0.0614,0.2314000000000001,0.012193333333333334,115
0.046,0.2002166666666663,0.26972358021170906,0.0,0.6315000000000002,0.15421666666666628,116
1.699,1.2624333333333302,0.6782916473677746,0.2539,2.143,0.4365666666666699,117
0.301,0.3042700000000001,0.21236907441213443,0.065,0.6487000000000002,0.003270000000000106,118
0.188,0.14071666666666646,0.1025184034969115,0.0559999999999999,0.20740000000000008,0.04728333333333354,119
0.1119999999999999,0.18937666666666667,0.1210668195208287,0.09530000000000001,0.2756000000000002,0.07737666666666676,120
0.109,0.20443000000000008,0.1693823832831108,0.064,0.322,0.09543000000000008,121
0.235,0.27379666666666647,0.24974149699683906,0.006899999999999912,0.643,0.03879666666666648,122
